DrugBank IDs,Drug Name,Gene Name(Symbol),Gene Detailed Name,GeneBank Gene ID,UniprotID
DB00543,Amoxapine,GABRE,Gamma-aminobutyric acid receptor subunit epsilon,U66661,P78334
DB00628,Clorazepate,GABRE,Gamma-aminobutyric acid receptor subunit epsilon,U66661,P78334
DB00659,Acamprosate,GABRE,Gamma-aminobutyric acid receptor subunit epsilon,U66661,P78334
DB00753,Isoflurane,GABRE,Gamma-aminobutyric acid receptor subunit epsilon,U66661,P78334
DB00794,Primidone,GABRE,Gamma-aminobutyric acid receptor subunit epsilon,U66661,P78334
DB00801,Halazepam,GABRE,Gamma-aminobutyric acid receptor subunit epsilon,U66661,P78334
DB00818,Propofol,GABRE,Gamma-aminobutyric acid receptor subunit epsilon,U66661,P78334
DB00829,Diazepam,GABRE,Gamma-aminobutyric acid receptor subunit epsilon,U66661,P78334
DB00842,Oxazepam,GABRE,Gamma-aminobutyric acid receptor subunit epsilon,U66661,P78334
DB00897,Triazolam,GABRE,Gamma-aminobutyric acid receptor subunit epsilon,U66661,P78334
DB01028,Methoxyflurane,GABRE,Gamma-aminobutyric acid receptor subunit epsilon,U66661,P78334
DB01049,Ergoloid mesylate,GABRE,Gamma-aminobutyric acid receptor subunit epsilon,U66661,P78334
DB01068,Clonazepam,GABRE,Gamma-aminobutyric acid receptor subunit epsilon,U66661,P78334
DB01107,Methyprylon,GABRE,Gamma-aminobutyric acid receptor subunit epsilon,U66661,P78334
DB01159,Halothane,GABRE,Gamma-aminobutyric acid receptor subunit epsilon,U66661,P78334
DB01189,Desflurane,GABRE,Gamma-aminobutyric acid receptor subunit epsilon,U66661,P78334
DB01205,Flumazenil,GABRE,Gamma-aminobutyric acid receptor subunit epsilon,U66661,P78334
DB01215,Estazolam,GABRE,Gamma-aminobutyric acid receptor subunit epsilon,U66661,P78334
DB01236,Sevoflurane,GABRE,Gamma-aminobutyric acid receptor subunit epsilon,U66661,P78334
DB01437,Glutethimide,GABRE,Gamma-aminobutyric acid receptor subunit epsilon,U66661,P78334
DB01588,Prazepam,GABRE,Gamma-aminobutyric acid receptor subunit epsilon,U66661,P78334
DB01589,Quazepam,GABRE,Gamma-aminobutyric acid receptor subunit epsilon,U66661,P78334
DB01708,Dehydroepiandrosterone,GABRE,Gamma-aminobutyric acid receptor subunit epsilon,U66661,P78334
DB00186,Lorazepam,GABRG1,Gamma-aminobutyric acid receptor subunit gamma-1,AK122845,Q8N1C3
DB00189,Ethchlorvynol,GABRG1,Gamma-aminobutyric acid receptor subunit gamma-1,AK122845,Q8N1C3
DB00228,Enflurane,GABRG1,Gamma-aminobutyric acid receptor subunit gamma-1,AK122845,Q8N1C3
DB00231,Temazepam,GABRG1,Gamma-aminobutyric acid receptor subunit gamma-1,AK122845,Q8N1C3
DB00237,Butabarbital,GABRG1,Gamma-aminobutyric acid receptor subunit gamma-1,AK122845,Q8N1C3
DB00241,Butalbital,GABRG1,Gamma-aminobutyric acid receptor subunit gamma-1,AK122845,Q8N1C3
DB00273,Topiramate,GABRG1,Gamma-aminobutyric acid receptor subunit gamma-1,AK122845,Q8N1C3
DB00292,Etomidate,GABRG1,Gamma-aminobutyric acid receptor subunit gamma-1,AK122845,Q8N1C3
DB00306,Talbutal,GABRG1,Gamma-aminobutyric acid receptor subunit gamma-1,AK122845,Q8N1C3
DB00312,Pentobarbital,GABRG1,Gamma-aminobutyric acid receptor subunit gamma-1,AK122845,Q8N1C3
DB00334,Olanzapine,GABRG1,Gamma-aminobutyric acid receptor subunit gamma-1,AK122845,Q8N1C3
DB00349,Clobazam,GABRG1,Gamma-aminobutyric acid receptor subunit gamma-1,AK122845,Q8N1C3
DB00371,Meprobamate,GABRG1,Gamma-aminobutyric acid receptor subunit gamma-1,AK122845,Q8N1C3
DB00402,Eszopiclone,GABRG1,Gamma-aminobutyric acid receptor subunit gamma-1,AK122845,Q8N1C3
DB00404,Alprazolam,GABRG1,Gamma-aminobutyric acid receptor subunit gamma-1,AK122845,Q8N1C3
DB00463,Metharbital,GABRG1,Gamma-aminobutyric acid receptor subunit gamma-1,AK122845,Q8N1C3
DB00475,Chlordiazepoxide,GABRG1,Gamma-aminobutyric acid receptor subunit gamma-1,AK122845,Q8N1C3
DB00543,Amoxapine,GABRG1,Gamma-aminobutyric acid receptor subunit gamma-1,AK122845,Q8N1C3
DB00628,Clorazepate,GABRG1,Gamma-aminobutyric acid receptor subunit gamma-1,AK122845,Q8N1C3
DB00659,Acamprosate,GABRG1,Gamma-aminobutyric acid receptor subunit gamma-1,AK122845,Q8N1C3
DB00753,Isoflurane,GABRG1,Gamma-aminobutyric acid receptor subunit gamma-1,AK122845,Q8N1C3
DB00794,Primidone,GABRG1,Gamma-aminobutyric acid receptor subunit gamma-1,AK122845,Q8N1C3
DB00801,Halazepam,GABRG1,Gamma-aminobutyric acid receptor subunit gamma-1,AK122845,Q8N1C3
DB00818,Propofol,GABRG1,Gamma-aminobutyric acid receptor subunit gamma-1,AK122845,Q8N1C3
DB00829,Diazepam,GABRG1,Gamma-aminobutyric acid receptor subunit gamma-1,AK122845,Q8N1C3
DB00842,Oxazepam,GABRG1,Gamma-aminobutyric acid receptor subunit gamma-1,AK122845,Q8N1C3
DB00897,Triazolam,GABRG1,Gamma-aminobutyric acid receptor subunit gamma-1,AK122845,Q8N1C3
DB01028,Methoxyflurane,GABRG1,Gamma-aminobutyric acid receptor subunit gamma-1,AK122845,Q8N1C3
DB01049,Ergoloid mesylate,GABRG1,Gamma-aminobutyric acid receptor subunit gamma-1,AK122845,Q8N1C3
DB01068,Clonazepam,GABRG1,Gamma-aminobutyric acid receptor subunit gamma-1,AK122845,Q8N1C3
DB01107,Methyprylon,GABRG1,Gamma-aminobutyric acid receptor subunit gamma-1,AK122845,Q8N1C3
DB01159,Halothane,GABRG1,Gamma-aminobutyric acid receptor subunit gamma-1,AK122845,Q8N1C3
DB01189,Desflurane,GABRG1,Gamma-aminobutyric acid receptor subunit gamma-1,AK122845,Q8N1C3
DB01205,Flumazenil,GABRG1,Gamma-aminobutyric acid receptor subunit gamma-1,AK122845,Q8N1C3
DB01215,Estazolam,GABRG1,Gamma-aminobutyric acid receptor subunit gamma-1,AK122845,Q8N1C3
DB01236,Sevoflurane,GABRG1,Gamma-aminobutyric acid receptor subunit gamma-1,AK122845,Q8N1C3
DB01437,Glutethimide,GABRG1,Gamma-aminobutyric acid receptor subunit gamma-1,AK122845,Q8N1C3
DB01588,Prazepam,GABRG1,Gamma-aminobutyric acid receptor subunit gamma-1,AK122845,Q8N1C3
DB01589,Quazepam,GABRG1,Gamma-aminobutyric acid receptor subunit gamma-1,AK122845,Q8N1C3
DB01708,Dehydroepiandrosterone,GABRG1,Gamma-aminobutyric acid receptor subunit gamma-1,AK122845,Q8N1C3
DB00186,Lorazepam,GABRG2,Gamma-aminobutyric acid receptor subunit gamma-2,X15376,P18507
DB00189,Ethchlorvynol,GABRG2,Gamma-aminobutyric acid receptor subunit gamma-2,X15376,P18507
DB00228,Enflurane,GABRG2,Gamma-aminobutyric acid receptor subunit gamma-2,X15376,P18507
DB00231,Temazepam,GABRG2,Gamma-aminobutyric acid receptor subunit gamma-2,X15376,P18507
DB00237,Butabarbital,GABRG2,Gamma-aminobutyric acid receptor subunit gamma-2,X15376,P18507
DB00241,Butalbital,GABRG2,Gamma-aminobutyric acid receptor subunit gamma-2,X15376,P18507
DB00273,Topiramate,GABRG2,Gamma-aminobutyric acid receptor subunit gamma-2,X15376,P18507
DB00292,Etomidate,GABRG2,Gamma-aminobutyric acid receptor subunit gamma-2,X15376,P18507
DB00306,Talbutal,GABRG2,Gamma-aminobutyric acid receptor subunit gamma-2,X15376,P18507
DB00312,Pentobarbital,GABRG2,Gamma-aminobutyric acid receptor subunit gamma-2,X15376,P18507
DB00334,Olanzapine,GABRG2,Gamma-aminobutyric acid receptor subunit gamma-2,X15376,P18507
DB00349,Clobazam,GABRG2,Gamma-aminobutyric acid receptor subunit gamma-2,X15376,P18507
DB00371,Meprobamate,GABRG2,Gamma-aminobutyric acid receptor subunit gamma-2,X15376,P18507
DB00402,Eszopiclone,GABRG2,Gamma-aminobutyric acid receptor subunit gamma-2,X15376,P18507
DB00404,Alprazolam,GABRG2,Gamma-aminobutyric acid receptor subunit gamma-2,X15376,P18507
DB00463,Metharbital,GABRG2,Gamma-aminobutyric acid receptor subunit gamma-2,X15376,P18507
DB00475,Chlordiazepoxide,GABRG2,Gamma-aminobutyric acid receptor subunit gamma-2,X15376,P18507
DB00543,Amoxapine,GABRG2,Gamma-aminobutyric acid receptor subunit gamma-2,X15376,P18507
DB00628,Clorazepate,GABRG2,Gamma-aminobutyric acid receptor subunit gamma-2,X15376,P18507
DB00659,Acamprosate,GABRG2,Gamma-aminobutyric acid receptor subunit gamma-2,X15376,P18507
DB00753,Isoflurane,GABRG2,Gamma-aminobutyric acid receptor subunit gamma-2,X15376,P18507
DB00794,Primidone,GABRG2,Gamma-aminobutyric acid receptor subunit gamma-2,X15376,P18507
DB00801,Halazepam,GABRG2,Gamma-aminobutyric acid receptor subunit gamma-2,X15376,P18507
DB00818,Propofol,GABRG2,Gamma-aminobutyric acid receptor subunit gamma-2,X15376,P18507
DB00829,Diazepam,GABRG2,Gamma-aminobutyric acid receptor subunit gamma-2,X15376,P18507
DB00842,Oxazepam,GABRG2,Gamma-aminobutyric acid receptor subunit gamma-2,X15376,P18507
DB00897,Triazolam,GABRG2,Gamma-aminobutyric acid receptor subunit gamma-2,X15376,P18507
DB01028,Methoxyflurane,GABRG2,Gamma-aminobutyric acid receptor subunit gamma-2,X15376,P18507
DB01049,Ergoloid mesylate,GABRG2,Gamma-aminobutyric acid receptor subunit gamma-2,X15376,P18507
DB01068,Clonazepam,GABRG2,Gamma-aminobutyric acid receptor subunit gamma-2,X15376,P18507
DB01107,Methyprylon,GABRG2,Gamma-aminobutyric acid receptor subunit gamma-2,X15376,P18507
DB01159,Halothane,GABRG2,Gamma-aminobutyric acid receptor subunit gamma-2,X15376,P18507
DB01189,Desflurane,GABRG2,Gamma-aminobutyric acid receptor subunit gamma-2,X15376,P18507
DB01205,Flumazenil,GABRG2,Gamma-aminobutyric acid receptor subunit gamma-2,X15376,P18507
DB01215,Estazolam,GABRG2,Gamma-aminobutyric acid receptor subunit gamma-2,X15376,P18507
DB01236,Sevoflurane,GABRG2,Gamma-aminobutyric acid receptor subunit gamma-2,X15376,P18507
DB01437,Glutethimide,GABRG2,Gamma-aminobutyric acid receptor subunit gamma-2,X15376,P18507
DB01588,Prazepam,GABRG2,Gamma-aminobutyric acid receptor subunit gamma-2,X15376,P18507
DB01589,Quazepam,GABRG2,Gamma-aminobutyric acid receptor subunit gamma-2,X15376,P18507
DB01708,Dehydroepiandrosterone,GABRG2,Gamma-aminobutyric acid receptor subunit gamma-2,X15376,P18507
DB00186,Lorazepam,GABRG3,Gamma-aminobutyric acid receptor subunit gamma-3,S82769,Q99928
DB00189,Ethchlorvynol,GABRG3,Gamma-aminobutyric acid receptor subunit gamma-3,S82769,Q99928
DB00228,Enflurane,GABRG3,Gamma-aminobutyric acid receptor subunit gamma-3,S82769,Q99928
DB00231,Temazepam,GABRG3,Gamma-aminobutyric acid receptor subunit gamma-3,S82769,Q99928
DB00237,Butabarbital,GABRG3,Gamma-aminobutyric acid receptor subunit gamma-3,S82769,Q99928
DB00241,Butalbital,GABRG3,Gamma-aminobutyric acid receptor subunit gamma-3,S82769,Q99928
DB00273,Topiramate,GABRG3,Gamma-aminobutyric acid receptor subunit gamma-3,S82769,Q99928
DB00292,Etomidate,GABRG3,Gamma-aminobutyric acid receptor subunit gamma-3,S82769,Q99928
DB00306,Talbutal,GABRG3,Gamma-aminobutyric acid receptor subunit gamma-3,S82769,Q99928
DB00312,Pentobarbital,GABRG3,Gamma-aminobutyric acid receptor subunit gamma-3,S82769,Q99928
DB00334,Olanzapine,GABRG3,Gamma-aminobutyric acid receptor subunit gamma-3,S82769,Q99928
DB00349,Clobazam,GABRG3,Gamma-aminobutyric acid receptor subunit gamma-3,S82769,Q99928
DB00371,Meprobamate,GABRG3,Gamma-aminobutyric acid receptor subunit gamma-3,S82769,Q99928
DB00402,Eszopiclone,GABRG3,Gamma-aminobutyric acid receptor subunit gamma-3,S82769,Q99928
DB00404,Alprazolam,GABRG3,Gamma-aminobutyric acid receptor subunit gamma-3,S82769,Q99928
DB00463,Metharbital,GABRG3,Gamma-aminobutyric acid receptor subunit gamma-3,S82769,Q99928
DB00475,Chlordiazepoxide,GABRG3,Gamma-aminobutyric acid receptor subunit gamma-3,S82769,Q99928
DB00543,Amoxapine,GABRG3,Gamma-aminobutyric acid receptor subunit gamma-3,S82769,Q99928
DB00628,Clorazepate,GABRG3,Gamma-aminobutyric acid receptor subunit gamma-3,S82769,Q99928
DB00659,Acamprosate,GABRG3,Gamma-aminobutyric acid receptor subunit gamma-3,S82769,Q99928
DB00753,Isoflurane,GABRG3,Gamma-aminobutyric acid receptor subunit gamma-3,S82769,Q99928
DB00794,Primidone,GABRG3,Gamma-aminobutyric acid receptor subunit gamma-3,S82769,Q99928
DB00801,Halazepam,GABRG3,Gamma-aminobutyric acid receptor subunit gamma-3,S82769,Q99928
DB00818,Propofol,GABRG3,Gamma-aminobutyric acid receptor subunit gamma-3,S82769,Q99928
DB00829,Diazepam,GABRG3,Gamma-aminobutyric acid receptor subunit gamma-3,S82769,Q99928
DB00842,Oxazepam,GABRG3,Gamma-aminobutyric acid receptor subunit gamma-3,S82769,Q99928
DB00897,Triazolam,GABRG3,Gamma-aminobutyric acid receptor subunit gamma-3,S82769,Q99928
DB01028,Methoxyflurane,GABRG3,Gamma-aminobutyric acid receptor subunit gamma-3,S82769,Q99928
DB01049,Ergoloid mesylate,GABRG3,Gamma-aminobutyric acid receptor subunit gamma-3,S82769,Q99928
DB01068,Clonazepam,GABRG3,Gamma-aminobutyric acid receptor subunit gamma-3,S82769,Q99928
DB01107,Methyprylon,GABRG3,Gamma-aminobutyric acid receptor subunit gamma-3,S82769,Q99928
DB01159,Halothane,GABRG3,Gamma-aminobutyric acid receptor subunit gamma-3,S82769,Q99928
DB01189,Desflurane,GABRG3,Gamma-aminobutyric acid receptor subunit gamma-3,S82769,Q99928
DB01205,Flumazenil,GABRG3,Gamma-aminobutyric acid receptor subunit gamma-3,S82769,Q99928
DB01215,Estazolam,GABRG3,Gamma-aminobutyric acid receptor subunit gamma-3,S82769,Q99928
DB01236,Sevoflurane,GABRG3,Gamma-aminobutyric acid receptor subunit gamma-3,S82769,Q99928
DB01437,Glutethimide,GABRG3,Gamma-aminobutyric acid receptor subunit gamma-3,S82769,Q99928
DB01588,Prazepam,GABRG3,Gamma-aminobutyric acid receptor subunit gamma-3,S82769,Q99928
DB01589,Quazepam,GABRG3,Gamma-aminobutyric acid receptor subunit gamma-3,S82769,Q99928
DB01708,Dehydroepiandrosterone,GABRG3,Gamma-aminobutyric acid receptor subunit gamma-3,S82769,Q99928
DB00186,Lorazepam,GABRP,Gamma-aminobutyric acid receptor subunit pi,U95367,O00591
DB00189,Ethchlorvynol,GABRP,Gamma-aminobutyric acid receptor subunit pi,U95367,O00591
DB00228,Enflurane,GABRP,Gamma-aminobutyric acid receptor subunit pi,U95367,O00591
DB00231,Temazepam,GABRP,Gamma-aminobutyric acid receptor subunit pi,U95367,O00591
DB00237,Butabarbital,GABRP,Gamma-aminobutyric acid receptor subunit pi,U95367,O00591
DB00241,Butalbital,GABRP,Gamma-aminobutyric acid receptor subunit pi,U95367,O00591
DB00273,Topiramate,GABRP,Gamma-aminobutyric acid receptor subunit pi,U95367,O00591
DB00292,Etomidate,GABRP,Gamma-aminobutyric acid receptor subunit pi,U95367,O00591
DB00306,Talbutal,GABRP,Gamma-aminobutyric acid receptor subunit pi,U95367,O00591
DB00312,Pentobarbital,GABRP,Gamma-aminobutyric acid receptor subunit pi,U95367,O00591
DB00334,Olanzapine,GABRP,Gamma-aminobutyric acid receptor subunit pi,U95367,O00591
DB00349,Clobazam,GABRP,Gamma-aminobutyric acid receptor subunit pi,U95367,O00591
DB00371,Meprobamate,GABRP,Gamma-aminobutyric acid receptor subunit pi,U95367,O00591
DB00402,Eszopiclone,GABRP,Gamma-aminobutyric acid receptor subunit pi,U95367,O00591
DB00404,Alprazolam,GABRP,Gamma-aminobutyric acid receptor subunit pi,U95367,O00591
DB00463,Metharbital,GABRP,Gamma-aminobutyric acid receptor subunit pi,U95367,O00591
DB00475,Chlordiazepoxide,GABRP,Gamma-aminobutyric acid receptor subunit pi,U95367,O00591
DB00543,Amoxapine,GABRP,Gamma-aminobutyric acid receptor subunit pi,U95367,O00591
DB00628,Clorazepate,GABRP,Gamma-aminobutyric acid receptor subunit pi,U95367,O00591
DB00659,Acamprosate,GABRP,Gamma-aminobutyric acid receptor subunit pi,U95367,O00591
DB00753,Isoflurane,GABRP,Gamma-aminobutyric acid receptor subunit pi,U95367,O00591
DB00794,Primidone,GABRP,Gamma-aminobutyric acid receptor subunit pi,U95367,O00591
DB00801,Halazepam,GABRP,Gamma-aminobutyric acid receptor subunit pi,U95367,O00591
DB00818,Propofol,GABRP,Gamma-aminobutyric acid receptor subunit pi,U95367,O00591
DB00829,Diazepam,GABRP,Gamma-aminobutyric acid receptor subunit pi,U95367,O00591
DB00842,Oxazepam,GABRP,Gamma-aminobutyric acid receptor subunit pi,U95367,O00591
DB00897,Triazolam,GABRP,Gamma-aminobutyric acid receptor subunit pi,U95367,O00591
DB01028,Methoxyflurane,GABRP,Gamma-aminobutyric acid receptor subunit pi,U95367,O00591
DB01049,Ergoloid mesylate,GABRP,Gamma-aminobutyric acid receptor subunit pi,U95367,O00591
DB01068,Clonazepam,GABRP,Gamma-aminobutyric acid receptor subunit pi,U95367,O00591
DB01107,Methyprylon,GABRP,Gamma-aminobutyric acid receptor subunit pi,U95367,O00591
DB01159,Halothane,GABRP,Gamma-aminobutyric acid receptor subunit pi,U95367,O00591
DB01189,Desflurane,GABRP,Gamma-aminobutyric acid receptor subunit pi,U95367,O00591
DB01205,Flumazenil,GABRP,Gamma-aminobutyric acid receptor subunit pi,U95367,O00591
DB01215,Estazolam,GABRP,Gamma-aminobutyric acid receptor subunit pi,U95367,O00591
DB01236,Sevoflurane,GABRP,Gamma-aminobutyric acid receptor subunit pi,U95367,O00591
DB01437,Glutethimide,GABRP,Gamma-aminobutyric acid receptor subunit pi,U95367,O00591
DB01588,Prazepam,GABRP,Gamma-aminobutyric acid receptor subunit pi,U95367,O00591
DB01589,Quazepam,GABRP,Gamma-aminobutyric acid receptor subunit pi,U95367,O00591
DB01708,Dehydroepiandrosterone,GABRP,Gamma-aminobutyric acid receptor subunit pi,U95367,O00591
DB00186,Lorazepam,GABRQ,Gamma-aminobutyric acid receptor subunit theta,AF189259,Q9UN88
DB00189,Ethchlorvynol,GABRQ,Gamma-aminobutyric acid receptor subunit theta,AF189259,Q9UN88
DB00228,Enflurane,GABRQ,Gamma-aminobutyric acid receptor subunit theta,AF189259,Q9UN88
DB00231,Temazepam,GABRQ,Gamma-aminobutyric acid receptor subunit theta,AF189259,Q9UN88
DB00237,Butabarbital,GABRQ,Gamma-aminobutyric acid receptor subunit theta,AF189259,Q9UN88
DB00241,Butalbital,GABRQ,Gamma-aminobutyric acid receptor subunit theta,AF189259,Q9UN88
DB00273,Topiramate,GABRQ,Gamma-aminobutyric acid receptor subunit theta,AF189259,Q9UN88
DB00292,Etomidate,GABRQ,Gamma-aminobutyric acid receptor subunit theta,AF189259,Q9UN88
DB00306,Talbutal,GABRQ,Gamma-aminobutyric acid receptor subunit theta,AF189259,Q9UN88
DB00312,Pentobarbital,GABRQ,Gamma-aminobutyric acid receptor subunit theta,AF189259,Q9UN88
DB00334,Olanzapine,GABRQ,Gamma-aminobutyric acid receptor subunit theta,AF189259,Q9UN88
DB00349,Clobazam,GABRQ,Gamma-aminobutyric acid receptor subunit theta,AF189259,Q9UN88
DB00371,Meprobamate,GABRQ,Gamma-aminobutyric acid receptor subunit theta,AF189259,Q9UN88
DB00402,Eszopiclone,GABRQ,Gamma-aminobutyric acid receptor subunit theta,AF189259,Q9UN88
DB00404,Alprazolam,GABRQ,Gamma-aminobutyric acid receptor subunit theta,AF189259,Q9UN88
DB00463,Metharbital,GABRQ,Gamma-aminobutyric acid receptor subunit theta,AF189259,Q9UN88
DB00475,Chlordiazepoxide,GABRQ,Gamma-aminobutyric acid receptor subunit theta,AF189259,Q9UN88
DB00543,Amoxapine,GABRQ,Gamma-aminobutyric acid receptor subunit theta,AF189259,Q9UN88
DB00628,Clorazepate,GABRQ,Gamma-aminobutyric acid receptor subunit theta,AF189259,Q9UN88
DB00659,Acamprosate,GABRQ,Gamma-aminobutyric acid receptor subunit theta,AF189259,Q9UN88
DB00753,Isoflurane,GABRQ,Gamma-aminobutyric acid receptor subunit theta,AF189259,Q9UN88
DB00794,Primidone,GABRQ,Gamma-aminobutyric acid receptor subunit theta,AF189259,Q9UN88
DB00801,Halazepam,GABRQ,Gamma-aminobutyric acid receptor subunit theta,AF189259,Q9UN88
DB00818,Propofol,GABRQ,Gamma-aminobutyric acid receptor subunit theta,AF189259,Q9UN88
DB00829,Diazepam,GABRQ,Gamma-aminobutyric acid receptor subunit theta,AF189259,Q9UN88
DB00842,Oxazepam,GABRQ,Gamma-aminobutyric acid receptor subunit theta,AF189259,Q9UN88
DB00897,Triazolam,GABRQ,Gamma-aminobutyric acid receptor subunit theta,AF189259,Q9UN88
DB01028,Methoxyflurane,GABRQ,Gamma-aminobutyric acid receptor subunit theta,AF189259,Q9UN88
DB01049,Ergoloid mesylate,GABRQ,Gamma-aminobutyric acid receptor subunit theta,AF189259,Q9UN88
DB01068,Clonazepam,GABRQ,Gamma-aminobutyric acid receptor subunit theta,AF189259,Q9UN88
DB01107,Methyprylon,GABRQ,Gamma-aminobutyric acid receptor subunit theta,AF189259,Q9UN88
DB01159,Halothane,GABRQ,Gamma-aminobutyric acid receptor subunit theta,AF189259,Q9UN88
DB01189,Desflurane,GABRQ,Gamma-aminobutyric acid receptor subunit theta,AF189259,Q9UN88
DB01205,Flumazenil,GABRQ,Gamma-aminobutyric acid receptor subunit theta,AF189259,Q9UN88
DB01215,Estazolam,GABRQ,Gamma-aminobutyric acid receptor subunit theta,AF189259,Q9UN88
DB01236,Sevoflurane,GABRQ,Gamma-aminobutyric acid receptor subunit theta,AF189259,Q9UN88
DB01437,Glutethimide,GABRQ,Gamma-aminobutyric acid receptor subunit theta,AF189259,Q9UN88
DB01588,Prazepam,GABRQ,Gamma-aminobutyric acid receptor subunit theta,AF189259,Q9UN88
DB01589,Quazepam,GABRQ,Gamma-aminobutyric acid receptor subunit theta,AF189259,Q9UN88
DB01708,Dehydroepiandrosterone,GABRQ,Gamma-aminobutyric acid receptor subunit theta,AF189259,Q9UN88
DB01440,Gamma Hydroxybutyric Acid,,Gamma-hydroxybutyrate (GHB) receptor,,Q9HAB3
DB00659,Acamprosate,GRIN1,"Glutamate receptor ionotropic, NMDA 1",D13515,Q05586
DB06741,NULL,GRIN1,"Glutamate receptor ionotropic, NMDA 1",D13515,Q05586
DB00659,Acamprosate,GRIN2A,"Glutamate receptor ionotropic, NMDA 2A",U09002,Q12879
DB06741,NULL,GRIN2A,"Glutamate receptor ionotropic, NMDA 2A",U09002,Q12879
DB00659,Acamprosate,GRIN2B,"Glutamate receptor ionotropic, NMDA 2B",U90278,Q13224
DB06741,NULL,GRIN2B,"Glutamate receptor ionotropic, NMDA 2B",U90278,Q13224
DB00659,Acamprosate,GRIN2C,"Glutamate receptor ionotropic, NMDA 2C",L76224,Q14957
DB06741,NULL,GRIN2C,"Glutamate receptor ionotropic, NMDA 2C",L76224,Q14957
DB00659,Acamprosate,GRIN2D,"Glutamate receptor ionotropic, NMDA 2D",U77783,O15399
DB06741,NULL,GRIN2D,"Glutamate receptor ionotropic, NMDA 2D",U77783,O15399
DB00659,Acamprosate,GRIN3A,"Glutamate receptor ionotropic, NMDA 3A",AJ416950,Q8TCU5
DB06741,NULL,GRIN3A,"Glutamate receptor ionotropic, NMDA 3A",AJ416950,Q8TCU5
DB00659,Acamprosate,GRIN3B,"Glutamate receptor ionotropic, NMDA 3B",AC004528,O60391
DB06741,NULL,GRIN3B,"Glutamate receptor ionotropic, NMDA 3B",AC004528,O60391
DB00238,Nevirapine,Reverse transcriptase/RNaseH,,896047,U28646
DB00300,Tenofovir,Reverse transcriptase/RNaseH,,896047,U28646
DB00495,Zidovudine,Reverse transcriptase/RNaseH,,896047,U28646
DB00625,Efavirenz,Reverse transcriptase/RNaseH,,896047,U28646
DB00649,Stavudine,Reverse transcriptase/RNaseH,,896047,U28646
DB00705,Delavirdine,Reverse transcriptase/RNaseH,,896047,U28646
DB00709,Lamivudine,Reverse transcriptase/RNaseH,,896047,U28646
DB00879,Emtricitabine,Reverse transcriptase/RNaseH,,896047,U28646
DB00900,Didanosine,Reverse transcriptase/RNaseH,,896047,U28646
DB00943,Zalcitabine,Reverse transcriptase/RNaseH,,896047,U28646
DB01048,Abacavir,Reverse transcriptase/RNaseH,,896047,U28646
DB08864,Rilpivirine,Reverse transcriptase/RNaseH,,896047,U28646
DB00224,Indinavir,,HIV-1 Protease,,Q72874
DB00503,Ritonavir,,HIV-1 Protease,,Q72874
DB00701,Amprenavir,,HIV-1 Protease,,Q72874
DB00932,Tipranavir,,HIV-1 Protease,,Q72874
DB01072,Atazanavir,,HIV-1 Protease,,Q72874
DB01232,Saquinavir,,HIV-1 Protease,,Q72874
DB01264,Darunavir,,HIV-1 Protease,,Q72874
DB01319,Fosamprenavir,,HIV-1 Protease,,Q72874
DB01601,Lopinavir,,HIV-1 Protease,,Q72874
DB04887,Brecanavir,,HIV-1 Protease,,Q72874
DB06817,Raltegravir,,Integrase,,Q7ZJM1
DB08930,Dolutegravir,,Integrase,,Q7ZJM1
DB00228,Enflurane,GLRA1,Glycine receptor subunit alpha-1,X52009,P23415
DB00228,Enflurane,GLRB,Glycine receptor subunit beta,U33267,P48167
DB01049,Ergoloid mesylate,HTR1A,5-hydroxytryptamine receptor 1A,M28269,P08908
DB01049,Ergoloid mesylate,HTR1B,5-hydroxytryptamine receptor 1B,D10995,P28222
DB01049,Ergoloid mesylate,HTR1D,5-hydroxytryptamine receptor 1D,M89955,P28221
DB01049,Ergoloid mesylate,HTR1E,5-hydroxytryptamine receptor 1E,M91467,P28566
DB01049,Ergoloid mesylate,HTR1F,5-hydroxytryptamine receptor 1F,L05597,P30939
DB01049,Ergoloid mesylate,HTR2A,5-hydroxytryptamine receptor 2A,S42168,P28223
DB01049,Ergoloid mesylate,HTR2B,5-hydroxytryptamine receptor 2B,X77307,P41595
DB01049,Ergoloid mesylate,HTR2C,5-hydroxytryptamine receptor 2C,M81778,P28335
DB01049,Ergoloid mesylate,HTR3A,5-hydroxytryptamine receptor 3A,D49394,P46098
DB01049,Ergoloid mesylate,,5-hydroxytryptamine receptor 3B,,O95264
DB01049,Ergoloid mesylate,,5-hydroxytryptamine receptor 3C,,Q8WXA8
DB01049,Ergoloid mesylate,,5-hydroxytryptamine receptor 3D,,Q70Z44
DB01049,Ergoloid mesylate,,5-hydroxytryptamine receptor 3E,,A5X5Y0
DB01049,Ergoloid mesylate,HTR4,5-hydroxytryptamine receptor 4,Y12505,Q13639
DB01049,Ergoloid mesylate,HTR6,5-hydroxytryptamine receptor 6,L41147,P50406
DB01049,Ergoloid mesylate,HTR7,5-hydroxytryptamine receptor 7,U68487,P34969
DB00370,Mirtazapine,ADRA1A,Alpha-1A adrenergic receptor,D25235,P35348
DB00477,Chlorpromazine,ADRA1A,Alpha-1A adrenergic receptor,D25235,P35348
DB00543,Amoxapine,ADRA1A,Alpha-1A adrenergic receptor,D25235,P35348
